"","country","year","id","tot_gas","all_gas","ch4","co2","fgas","n2o","mean_year_tempeC","year_deaths"
"264","Denmark",1993,"Denmark-1993",6.62,75.5,9.11,59.63,0.14,6.62,7.68333333333333,5157
"265","Denmark",1993,"Denmark-1993",0.14,75.5,9.11,59.63,0.14,6.62,7.68333333333333,5157
"266","Estonia",1990,"Estonia-1990",37.37,37.37,2.27,33.23,0,1.87,6.7,496
"267","Estonia",1990,"Estonia-1990",33.23,37.37,2.27,33.23,0,1.87,6.7,496
"268","Estonia",1990,"Estonia-1990",1.87,37.37,2.27,33.23,0,1.87,6.7,496
"269","Estonia",1990,"Estonia-1990",2.27,37.37,2.27,33.23,0,1.87,6.7,496
"270","Estonia",1990,"Estonia-1990",0,37.37,2.27,33.23,0,1.87,6.7,496
"271","Estonia",1991,"Estonia-1991",33.58,33.58,2.25,29.58,0.01,1.76,6.2,517
"272","Estonia",1991,"Estonia-1991",29.58,33.58,2.25,29.58,0.01,1.76,6.2,517
"273","Estonia",1991,"Estonia-1991",1.76,33.58,2.25,29.58,0.01,1.76,6.2,517
"274","Estonia",1991,"Estonia-1991",2.25,33.58,2.25,29.58,0.01,1.76,6.2,517
"275","Estonia",1991,"Estonia-1991",0.01,33.58,2.25,29.58,0.01,1.76,6.2,517
"276","Estonia",1992,"Estonia-1992",25.79,25.79,2.28,21.97,0.02,1.53,6.43333333333333,528
"277","Estonia",1992,"Estonia-1992",21.97,25.79,2.28,21.97,0.02,1.53,6.43333333333333,528
"278","Estonia",1992,"Estonia-1992",1.53,25.79,2.28,21.97,0.02,1.53,6.43333333333333,528
"279","Estonia",1992,"Estonia-1992",2.28,25.79,2.28,21.97,0.02,1.53,6.43333333333333,528
"280","Estonia",1992,"Estonia-1992",0.02,25.79,2.28,21.97,0.02,1.53,6.43333333333333,528
"281","Estonia",1993,"Estonia-1993",19.99,19.99,2.05,16.52,0.02,1.39,5.29166666666667,610
"282","Estonia",1993,"Estonia-1993",16.52,19.99,2.05,16.52,0.02,1.39,5.29166666666667,610
"283","Estonia",1993,"Estonia-1993",1.39,19.99,2.05,16.52,0.02,1.39,5.29166666666667,610
"284","Estonia",1993,"Estonia-1993",2.05,19.99,2.05,16.52,0.02,1.39,5.29166666666667,610
"285","Estonia",1993,"Estonia-1993",0.02,19.99,2.05,16.52,0.02,1.39,5.29166666666667,610
"286","Estonia",1994,"Estonia-1994",19.11,19.11,1.75,16.08,0.02,1.25,5.40833333333333,2483
"287","Estonia",1994,"Estonia-1994",16.08,19.11,1.75,16.08,0.02,1.25,5.40833333333333,2483
"288","Estonia",1994,"Estonia-1994",1.25,19.11,1.75,16.08,0.02,1.25,5.40833333333333,2483
"289","Estonia",1994,"Estonia-1994",1.75,19.11,1.75,16.08,0.02,1.25,5.40833333333333,2483
"290","Estonia",1994,"Estonia-1994",0.02,19.11,1.75,16.08,0.02,1.25,5.40833333333333,2483
"291","Estonia",1995,"Estonia-1995",17.42,17.42,1.71,14.48,0.03,1.2,6.16666666666667,2435
"292","Estonia",1995,"Estonia-1995",14.48,17.42,1.71,14.48,0.03,1.2,6.16666666666667,2435
"293","Estonia",1995,"Estonia-1995",1.2,17.42,1.71,14.48,0.03,1.2,6.16666666666667,2435
"294","Estonia",1995,"Estonia-1995",1.71,17.42,1.71,14.48,0.03,1.2,6.16666666666667,2435
"295","Estonia",1995,"Estonia-1995",0.03,17.42,1.71,14.48,0.03,1.2,6.16666666666667,2435
"296","Estonia",1996,"Estonia-1996",18.3,18.3,1.64,15.46,0.03,1.16,4.85,2267
"297","Estonia",1996,"Estonia-1996",15.46,18.3,1.64,15.46,0.03,1.16,4.85,2267
"298","Estonia",1996,"Estonia-1996",1.16,18.3,1.64,15.46,0.03,1.16,4.85,2267
"299","Estonia",1996,"Estonia-1996",1.64,18.3,1.64,15.46,0.03,1.16,4.85,2267
"300","Estonia",1996,"Estonia-1996",0.03,18.3,1.64,15.46,0.03,1.16,4.85,2267
"301","Finland",1990,"Finland-1990",38.27,38.27,8.34,23.44,0.05,6.45,2.81666666666667,10010
"302","Finland",1990,"Finland-1990",23.44,38.27,8.34,23.44,0.05,6.45,2.81666666666667,10010
"303","Finland",1990,"Finland-1990",6.45,38.27,8.34,23.44,0.05,6.45,2.81666666666667,10010
"304","Finland",1990,"Finland-1990",8.34,38.27,8.34,23.44,0.05,6.45,2.81666666666667,10010
"305","Finland",1990,"Finland-1990",0.05,38.27,8.34,23.44,0.05,6.45,2.81666666666667,10010
"306","Finland",1991,"Finland-1991",38.18,38.18,8.25,24.01,0.04,5.88,2.18333333333333,9210
"307","Finland",1991,"Finland-1991",24.01,38.18,8.25,24.01,0.04,5.88,2.18333333333333,9210
"308","Finland",1991,"Finland-1991",5.88,38.18,8.25,24.01,0.04,5.88,2.18333333333333,9210
"309","Finland",1991,"Finland-1991",8.25,38.18,8.25,24.01,0.04,5.88,2.18333333333333,9210
"310","Finland",1991,"Finland-1991",0.04,38.18,8.25,24.01,0.04,5.88,2.18333333333333,9210
"311","Finland",1992,"Finland-1992",35.07,35.07,8.18,21.15,0.02,5.71,2.59166666666667,9764
"312","Finland",1992,"Finland-1992",21.15,35.07,8.18,21.15,0.02,5.71,2.59166666666667,9764
"313","Finland",1992,"Finland-1992",5.71,35.07,8.18,21.15,0.02,5.71,2.59166666666667,9764
"314","Finland",1992,"Finland-1992",8.18,35.07,8.18,21.15,0.02,5.71,2.59166666666667,9764
"315","Finland",1992,"Finland-1992",0.02,35.07,8.18,21.15,0.02,5.71,2.59166666666667,9764
"316","Finland",1993,"Finland-1993",36.31,36.31,8.15,22.34,0.02,5.81,1.65,11047
"317","Finland",1993,"Finland-1993",22.34,36.31,8.15,22.34,0.02,5.81,1.65,11047
"318","Finland",1993,"Finland-1993",5.81,36.31,8.15,22.34,0.02,5.81,1.65,11047
"319","Finland",1993,"Finland-1993",8.15,36.31,8.15,22.34,0.02,5.81,1.65,11047
"320","Finland",1993,"Finland-1993",0.02,36.31,8.15,22.34,0.02,5.81,1.65,11047
"321","Finland",1994,"Finland-1994",42.92,42.92,8.05,28.8,0.09,5.98,1.60833333333333,9557
"322","Finland",1994,"Finland-1994",28.8,42.92,8.05,28.8,0.09,5.98,1.60833333333333,9557
"323","Finland",1994,"Finland-1994",5.98,42.92,8.05,28.8,0.09,5.98,1.60833333333333,9557
"324","Finland",1994,"Finland-1994",8.05,42.92,8.05,28.8,0.09,5.98,1.60833333333333,9557
"325","Finland",1994,"Finland-1994",0.09,42.92,8.05,28.8,0.09,5.98,1.60833333333333,9557
"326","Finland",1995,"Finland-1995",38.94,38.94,7.82,24.98,0.17,5.96,2.21666666666667,9881
"327","Finland",1995,"Finland-1995",24.98,38.94,7.82,24.98,0.17,5.96,2.21666666666667,9881
"328","Finland",1995,"Finland-1995",5.96,38.94,7.82,24.98,0.17,5.96,2.21666666666667,9881
"329","Finland",1995,"Finland-1995",7.82,38.94,7.82,24.98,0.17,5.96,2.21666666666667,9881
"330","Finland",1995,"Finland-1995",0.17,38.94,7.82,24.98,0.17,5.96,2.21666666666667,9881
"331","France",1990,"France-1990",477.92,477.92,77.45,331.69,7.62,61.16,11.7916666666667,120768
"332","France",1990,"France-1990",331.69,477.92,77.45,331.69,7.62,61.16,11.7916666666667,120768
"333","France",1990,"France-1990",77.45,477.92,77.45,331.69,7.62,61.16,11.7916666666667,120768
"334","France",1990,"France-1990",61.16,477.92,77.45,331.69,7.62,61.16,11.7916666666667,120768
"335","France",1990,"France-1990",7.62,477.92,77.45,331.69,7.62,61.16,11.7916666666667,120768
"336","France",1991,"France-1991",502.72,502.72,77.38,355.84,7.9,61.6,10.7833333333333,116530
"337","France",1991,"France-1991",355.84,502.72,77.38,355.84,7.9,61.6,10.7833333333333,116530
"338","France",1991,"France-1991",77.38,502.72,77.38,355.84,7.9,61.6,10.7833333333333,116530
"339","France",1991,"France-1991",61.6,502.72,77.38,355.84,7.9,61.6,10.7833333333333,116530
"340","France",1991,"France-1991",7.9,502.72,77.38,355.84,7.9,61.6,10.7833333333333,116530
"341","France",1992,"France-1992",487.97,487.97,76.64,343.81,8.01,59.51,11.1333333333333,120256
"342","France",1992,"France-1992",343.81,487.97,76.64,343.81,8.01,59.51,11.1333333333333,120256
"343","France",1992,"France-1992",76.64,487.97,76.64,343.81,8.01,59.51,11.1333333333333,120256
"344","France",1992,"France-1992",59.51,487.97,76.64,343.81,8.01,59.51,11.1333333333333,120256
"345","France",1992,"France-1992",8.01,487.97,76.64,343.81,8.01,59.51,11.1333333333333,120256
"346","France",1993,"France-1993",469.18,469.18,76.8,324.68,7.82,59.88,10.8,127352
"347","France",1993,"France-1993",324.68,469.18,76.8,324.68,7.82,59.88,10.8,127352
"348","France",1993,"France-1993",76.8,469.18,76.8,324.68,7.82,59.88,10.8,127352
"349","France",1993,"France-1993",59.88,469.18,76.8,324.68,7.82,59.88,10.8,127352
"350","France",1993,"France-1993",7.82,469.18,76.8,324.68,7.82,59.88,10.8,127352
"351","France",1994,"France-1994",463.44,463.44,76.71,319.62,6.36,60.75,12.0166666666667,119157
"352","France",1994,"France-1994",319.62,463.44,76.71,319.62,6.36,60.75,12.0166666666667,119157
"353","France",1994,"France-1994",76.71,463.44,76.71,319.62,6.36,60.75,12.0166666666667,119157
"354","France",1994,"France-1994",60.75,463.44,76.71,319.62,6.36,60.75,12.0166666666667,119157
"355","France",1994,"France-1994",6.36,463.44,76.71,319.62,6.36,60.75,12.0166666666667,119157
"356","France",1995,"France-1995",472.18,472.18,77.02,327.43,5.9,61.82,11.6166666666667,126030
"357","France",1995,"France-1995",327.43,472.18,77.02,327.43,5.9,61.82,11.6166666666667,126030
"358","France",1995,"France-1995",77.02,472.18,77.02,327.43,5.9,61.82,11.6166666666667,126030
"359","France",1995,"France-1995",61.82,472.18,77.02,327.43,5.9,61.82,11.6166666666667,126030
"360","France",1995,"France-1995",5.9,472.18,77.02,327.43,5.9,61.82,11.6166666666667,126030
"361","France",1996,"France-1996",490.93,490.93,76.18,343.1,7.18,64.47,10.6083333333333,131991
"362","France",1996,"France-1996",343.1,490.93,76.18,343.1,7.18,64.47,10.6083333333333,131991
"363","France",1996,"France-1996",76.18,490.93,76.18,343.1,7.18,64.47,10.6083333333333,131991
"364","France",1996,"France-1996",64.47,490.93,76.18,343.1,7.18,64.47,10.6083333333333,131991
"365","France",1996,"France-1996",7.18,490.93,76.18,343.1,7.18,64.47,10.6083333333333,131991
"366","France",1997,"France-1997",480.98,480.98,74.58,334.26,8.12,64.02,11.875,133226
"367","France",1997,"France-1997",334.26,480.98,74.58,334.26,8.12,64.02,11.875,133226
"368","France",1997,"France-1997",74.58,480.98,74.58,334.26,8.12,64.02,11.875,133226
"369","France",1997,"France-1997",64.02,480.98,74.58,334.26,8.12,64.02,11.875,133226
"370","France",1997,"France-1997",8.12,480.98,74.58,334.26,8.12,64.02,11.875,133226
"371","France",1998,"France-1998",497.02,497.02,74.58,356.3,9.08,57.06,11.35,134160
"372","France",1998,"France-1998",356.3,497.02,74.58,356.3,9.08,57.06,11.35,134160
"373","France",1998,"France-1998",74.58,497.02,74.58,356.3,9.08,57.06,11.35,134160
"374","France",1998,"France-1998",57.06,497.02,74.58,356.3,9.08,57.06,11.35,134160
"375","France",1998,"France-1998",9.08,497.02,74.58,356.3,9.08,57.06,11.35,134160
"376","France",1999,"France-1999",486.59,486.59,74.29,350.09,10.7,51.5,11.725,134777
"377","France",1999,"France-1999",350.09,486.59,74.29,350.09,10.7,51.5,11.725,134777
"378","France",1999,"France-1999",74.29,486.59,74.29,350.09,10.7,51.5,11.725,134777
"379","France",1999,"France-1999",51.5,486.59,74.29,350.09,10.7,51.5,11.725,134777
"380","France",1999,"France-1999",10.7,486.59,74.29,350.09,10.7,51.5,11.725,134777
"381","Germany",1990,"Germany-1990",1109.28,1109.28,131.62,904.38,7.44,65.85,9.875,158434
"382","Germany",1990,"Germany-1990",904.38,1109.28,131.62,904.38,7.44,65.85,9.875,158434
"383","Germany",1990,"Germany-1990",131.62,1109.28,131.62,904.38,7.44,65.85,9.875,158434
"384","Germany",1990,"Germany-1990",65.85,1109.28,131.62,904.38,7.44,65.85,9.875,158434
"385","Germany",1990,"Germany-1990",7.44,1109.28,131.62,904.38,7.44,65.85,9.875,158434
"386","Germany",1991,"Germany-1991",1079.69,1079.69,127,881.44,6.8,64.46,8.73333333333333,151349
"387","Germany",1991,"Germany-1991",881.44,1079.69,127,881.44,6.8,64.46,8.73333333333333,151349
"388","Germany",1991,"Germany-1991",127,1079.69,127,881.44,6.8,64.46,8.73333333333333,151349
"389","Germany",1991,"Germany-1991",64.46,1079.69,127,881.44,6.8,64.46,8.73333333333333,151349
"390","Germany",1991,"Germany-1991",6.8,1079.69,127,881.44,6.8,64.46,8.73333333333333,151349
"391","Germany",1992,"Germany-1992",1032.01,1032.01,119.25,841.83,6.57,64.37,9.70833333333333,144607
"392","Germany",1992,"Germany-1992",841.83,1032.01,119.25,841.83,6.57,64.37,9.70833333333333,144607
"393","Germany",1992,"Germany-1992",119.25,1032.01,119.25,841.83,6.57,64.37,9.70833333333333,144607
"394","Germany",1992,"Germany-1992",64.37,1032.01,119.25,841.83,6.57,64.37,9.70833333333333,144607
"395","Germany",1992,"Germany-1992",6.57,1032.01,119.25,841.83,6.57,64.37,9.70833333333333,144607
"396","Germany",1993,"Germany-1993",1024.31,1024.31,118.58,836.08,8.41,61.23,8.76666666666667,150233
"397","Germany",1993,"Germany-1993",836.08,1024.31,118.58,836.08,8.41,61.23,8.76666666666667,150233
"398","Germany",1993,"Germany-1993",118.58,1024.31,118.58,836.08,8.41,61.23,8.76666666666667,150233
"399","Germany",1993,"Germany-1993",61.23,1024.31,118.58,836.08,8.41,61.23,8.76666666666667,150233
"400","Germany",1993,"Germany-1993",8.41,1024.31,118.58,836.08,8.41,61.23,8.76666666666667,150233
"401","Germany",1994,"Germany-1994",1011.41,1011.41,113.71,824.87,8.02,64.81,9.925,149835
"402","Germany",1994,"Germany-1994",824.87,1011.41,113.71,824.87,8.02,64.81,9.925,149835
"403","Germany",1994,"Germany-1994",113.71,1011.41,113.71,824.87,8.02,64.81,9.925,149835
"404","Germany",1994,"Germany-1994",64.81,1011.41,113.71,824.87,8.02,64.81,9.925,149835
"405","Germany",1994,"Germany-1994",8.02,1011.41,113.71,824.87,8.02,64.81,9.925,149835
"406","Germany",1995,"Germany-1995",1004.79,1004.79,111.9,822.15,7.82,62.92,9.175,153077
"407","Germany",1995,"Germany-1995",822.15,1004.79,111.9,822.15,7.82,62.92,9.175,153077
"408","Germany",1995,"Germany-1995",111.9,1004.79,111.9,822.15,7.82,62.92,9.175,153077
"409","Germany",1995,"Germany-1995",62.92,1004.79,111.9,822.15,7.82,62.92,9.175,153077
"410","Germany",1995,"Germany-1995",7.82,1004.79,111.9,822.15,7.82,62.92,9.175,153077
"411","Germany",1996,"Germany-1996",1032.92,1032.92,108.86,851.78,8.26,64.01,7.60833333333333,152241
"412","Germany",1996,"Germany-1996",851.78,1032.92,108.86,851.78,8.26,64.01,7.60833333333333,152241
"413","Germany",1996,"Germany-1996",108.86,1032.92,108.86,851.78,8.26,64.01,7.60833333333333,152241
"414","Germany",1996,"Germany-1996",64.01,1032.92,108.86,851.78,8.26,64.01,7.60833333333333,152241
"415","Germany",1996,"Germany-1996",8.26,1032.92,108.86,851.78,8.26,64.01,7.60833333333333,152241
"416","Germany",1997,"Germany-1997",994.92,994.92,105.27,819.93,8.31,61.41,9.225,145596
"417","Germany",1997,"Germany-1997",819.93,994.92,105.27,819.93,8.31,61.41,9.225,145596
"418","Germany",1997,"Germany-1997",105.27,994.92,105.27,819.93,8.31,61.41,9.225,145596
"419","Germany",1997,"Germany-1997",61.41,994.92,105.27,819.93,8.31,61.41,9.225,145596
"420","Germany",1997,"Germany-1997",8.31,994.92,105.27,819.93,8.31,61.41,9.225,145596
"421","Greece",1990,"Greece-1990",94.44,94.44,10.71,74.69,1.38,7.67,14.0166666666667,19964
"422","Greece",1990,"Greece-1990",74.69,94.44,10.71,74.69,1.38,7.67,14.0166666666667,19964
"423","Greece",1990,"Greece-1990",10.71,94.44,10.71,74.69,1.38,7.67,14.0166666666667,19964
"424","Greece",1990,"Greece-1990",1.38,94.44,10.71,74.69,1.38,7.67,14.0166666666667,19964
"425","Greece",1990,"Greece-1990",7.67,94.44,10.71,74.69,1.38,7.67,14.0166666666667,19964
"426","Greece",1991,"Greece-1991",94.55,94.55,10.6,74.89,1.59,7.46,12.975,20471
"427","Greece",1991,"Greece-1991",74.89,94.55,10.6,74.89,1.59,7.46,12.975,20471
"428","Greece",1991,"Greece-1991",10.6,94.55,10.6,74.89,1.59,7.46,12.975,20471
"429","Greece",1991,"Greece-1991",1.59,94.55,10.6,74.89,1.59,7.46,12.975,20471
"430","Greece",1991,"Greece-1991",7.46,94.55,10.6,74.89,1.59,7.46,12.975,20471
"431","Greece",1992,"Greece-1992",96.63,96.63,10.7,77.25,1.34,7.33,13.2666666666667,22690
"432","Greece",1992,"Greece-1992",77.25,96.63,10.7,77.25,1.34,7.33,13.2666666666667,22690
"433","Greece",1992,"Greece-1992",10.7,96.63,10.7,77.25,1.34,7.33,13.2666666666667,22690
"434","Greece",1992,"Greece-1992",1.34,96.63,10.7,77.25,1.34,7.33,13.2666666666667,22690
"435","Greece",1992,"Greece-1992",7.33,96.63,10.7,77.25,1.34,7.33,13.2666666666667,22690
"436","Greece",1993,"Greece-1993",97,97,10.79,77.17,2.15,6.9,13.4416666666667,21997
"437","Greece",1993,"Greece-1993",77.17,97,10.79,77.17,2.15,6.9,13.4416666666667,21997
"438","Greece",1993,"Greece-1993",10.79,97,10.79,77.17,2.15,6.9,13.4416666666667,21997
"439","Greece",1993,"Greece-1993",2.15,97,10.79,77.17,2.15,6.9,13.4416666666667,21997
"440","Greece",1993,"Greece-1993",6.9,97,10.79,77.17,2.15,6.9,13.4416666666667,21997
"441","Greece",1994,"Greece-1994",99.62,99.62,10.99,78.81,2.79,7.04,14.4083333333333,21689
"442","Greece",1994,"Greece-1994",78.81,99.62,10.99,78.81,2.79,7.04,14.4083333333333,21689
"443","Greece",1994,"Greece-1994",10.99,99.62,10.99,78.81,2.79,7.04,14.4083333333333,21689
"444","Greece",1994,"Greece-1994",2.79,99.62,10.99,78.81,2.79,7.04,14.4083333333333,21689
"445","Greece",1994,"Greece-1994",7.04,99.62,10.99,78.81,2.79,7.04,14.4083333333333,21689
"446","Greece",1995,"Greece-1995",104.03,104.03,11.05,81.91,4.22,6.83,13.625,22786
"447","Greece",1995,"Greece-1995",81.91,104.03,11.05,81.91,4.22,6.83,13.625,22786
"448","Greece",1995,"Greece-1995",11.05,104.03,11.05,81.91,4.22,6.83,13.625,22786
"449","Greece",1995,"Greece-1995",4.22,104.03,11.05,81.91,4.22,6.83,13.625,22786
"450","Greece",1995,"Greece-1995",6.83,104.03,11.05,81.91,4.22,6.83,13.625,22786
"451","Greece",1996,"Greece-1996",105.1,105.1,11.26,81.83,4.88,7.13,13.3,22967
"452","Greece",1996,"Greece-1996",81.83,105.1,11.26,81.83,4.88,7.13,13.3,22967
"453","Greece",1996,"Greece-1996",11.26,105.1,11.26,81.83,4.88,7.13,13.3,22967
"454","Greece",1996,"Greece-1996",4.88,105.1,11.26,81.83,4.88,7.13,13.3,22967
"455","Greece",1996,"Greece-1996",7.13,105.1,11.26,81.83,4.88,7.13,13.3,22967
"456","Greece",1997,"Greece-1997",106.21,106.21,11.21,82.84,5.29,6.87,13.3166666666667,22474
"457","Greece",1997,"Greece-1997",82.84,106.21,11.21,82.84,5.29,6.87,13.3166666666667,22474
"458","Greece",1997,"Greece-1997",11.21,106.21,11.21,82.84,5.29,6.87,13.3166666666667,22474
"459","Greece",1997,"Greece-1997",5.29,106.21,11.21,82.84,5.29,6.87,13.3166666666667,22474
"460","Greece",1997,"Greece-1997",6.87,106.21,11.21,82.84,5.29,6.87,13.3166666666667,22474
"461","Greece",1998,"Greece-1998",110.45,110.45,11.54,86.2,5.92,6.79,14.1166666666667,25644
"462","Greece",1998,"Greece-1998",86.2,110.45,11.54,86.2,5.92,6.79,14.1166666666667,25644
"463","Greece",1998,"Greece-1998",11.54,110.45,11.54,86.2,5.92,6.79,14.1166666666667,25644
"464","Greece",1998,"Greece-1998",5.92,110.45,11.54,86.2,5.92,6.79,14.1166666666667,25644
"465","Greece",1998,"Greece-1998",6.79,110.45,11.54,86.2,5.92,6.79,14.1166666666667,25644
"466","Greece",1999,"Greece-1999",111.37,111.37,11.35,86.47,6.82,6.72,14.6333333333333,26486
"467","Greece",1999,"Greece-1999",86.47,111.37,11.35,86.47,6.82,6.72,14.6333333333333,26486
"468","Greece",1999,"Greece-1999",11.35,111.37,11.35,86.47,6.82,6.72,14.6333333333333,26486
"469","Greece",1999,"Greece-1999",6.82,111.37,11.35,86.47,6.82,6.72,14.6333333333333,26486
"470","Greece",1999,"Greece-1999",6.72,111.37,11.35,86.47,6.82,6.72,14.6333333333333,26486
"471","Greece",2000,"Greece-2000",117.05,117.05,11.48,93.53,5.37,6.66,14.3833333333333,27651
"472","Greece",2000,"Greece-2000",93.53,117.05,11.48,93.53,5.37,6.66,14.3833333333333,27651
"473","Greece",2000,"Greece-2000",11.48,117.05,11.48,93.53,5.37,6.66,14.3833333333333,27651
"474","Greece",2000,"Greece-2000",5.37,117.05,11.48,93.53,5.37,6.66,14.3833333333333,27651
"475","Greece",2000,"Greece-2000",6.66,117.05,11.48,93.53,5.37,6.66,14.3833333333333,27651
"476","Greece",2001,"Greece-2001",117.43,117.43,10.66,95.53,4.85,6.39,14.55,25312
"477","Greece",2001,"Greece-2001",95.53,117.43,10.66,95.53,4.85,6.39,14.55,25312
"478","Greece",2001,"Greece-2001",10.66,117.43,10.66,95.53,4.85,6.39,14.55,25312
"479","Greece",2001,"Greece-2001",4.85,117.43,10.66,95.53,4.85,6.39,14.55,25312
"480","Greece",2001,"Greece-2001",6.39,117.43,10.66,95.53,4.85,6.39,14.55,25312
"481","Greece",2002,"Greece-2002",117.81,117.81,10.68,95.52,5.16,6.45,14.2916666666667,26670
"482","Greece",2002,"Greece-2002",95.52,117.81,10.68,95.52,5.16,6.45,14.2916666666667,26670
"483","Greece",2002,"Greece-2002",10.68,117.81,10.68,95.52,5.16,6.45,14.2916666666667,26670
"484","Greece",2002,"Greece-2002",5.16,117.81,10.68,95.52,5.16,6.45,14.2916666666667,26670
"485","Greece",2002,"Greece-2002",6.45,117.81,10.68,95.52,5.16,6.45,14.2916666666667,26670
"486","Greece",2003,"Greece-2003",121.13,121.13,10.71,99.14,4.8,6.49,14.05,27220
"487","Greece",2003,"Greece-2003",99.14,121.13,10.71,99.14,4.8,6.49,14.05,27220
"488","Greece",2003,"Greece-2003",10.71,121.13,10.71,99.14,4.8,6.49,14.05,27220
"489","Greece",2003,"Greece-2003",4.8,121.13,10.71,99.14,4.8,6.49,14.05,27220
"490","Greece",2003,"Greece-2003",6.49,121.13,10.71,99.14,4.8,6.49,14.05,27220
"491","Greece",2004,"Greece-2004",120.74,120.74,10.9,98.76,4.99,6.09,14.0333333333333,27954
"492","Greece",2004,"Greece-2004",98.76,120.74,10.9,98.76,4.99,6.09,14.0333333333333,27954
"493","Greece",2004,"Greece-2004",10.9,120.74,10.9,98.76,4.99,6.09,14.0333333333333,27954
"494","Greece",2004,"Greece-2004",4.99,120.74,10.9,98.76,4.99,6.09,14.0333333333333,27954
"495","Greece",2004,"Greece-2004",6.09,120.74,10.9,98.76,4.99,6.09,14.0333333333333,27954
"496","Greece",2005,"Greece-2005",122.83,122.83,10.87,100.86,5.14,5.95,13.7,29308
"497","Greece",2005,"Greece-2005",100.86,122.83,10.87,100.86,5.14,5.95,13.7,29308
"498","Greece",2005,"Greece-2005",10.87,122.83,10.87,100.86,5.14,5.95,13.7,29308
"499","Greece",2005,"Greece-2005",5.14,122.83,10.87,100.86,5.14,5.95,13.7,29308
"500","Greece",2005,"Greece-2005",5.95,122.83,10.87,100.86,5.14,5.95,13.7,29308
"501","Greece",2006,"Greece-2006",121.21,121.21,10.95,99.62,4.96,5.68,13.7416666666667,28991
"502","Greece",2006,"Greece-2006",99.62,121.21,10.95,99.62,4.96,5.68,13.7416666666667,28991
"503","Greece",2006,"Greece-2006",10.95,121.21,10.95,99.62,4.96,5.68,13.7416666666667,28991
"504","Greece",2006,"Greece-2006",4.96,121.21,10.95,99.62,4.96,5.68,13.7416666666667,28991
"505","Greece",2006,"Greece-2006",5.68,121.21,10.95,99.62,4.96,5.68,13.7416666666667,28991
"506","Greece",2007,"Greece-2007",124.62,124.62,10.94,103.23,4.95,5.5,14.5,32937
"507","Greece",2007,"Greece-2007",103.23,124.62,10.94,103.23,4.95,5.5,14.5,32937
"508","Greece",2007,"Greece-2007",10.94,124.62,10.94,103.23,4.95,5.5,14.5,32937
"509","Greece",2007,"Greece-2007",4.95,124.62,10.94,103.23,4.95,5.5,14.5,32937
"510","Greece",2007,"Greece-2007",5.5,124.62,10.94,103.23,4.95,5.5,14.5,32937
"511","Greece",2008,"Greece-2008",120.71,120.71,10.84,99.32,4.88,5.66,14.525,32524
"512","Greece",2008,"Greece-2008",99.32,120.71,10.84,99.32,4.88,5.66,14.525,32524
"513","Greece",2008,"Greece-2008",10.84,120.71,10.84,99.32,4.88,5.66,14.525,32524
"514","Greece",2008,"Greece-2008",4.88,120.71,10.84,99.32,4.88,5.66,14.525,32524
"515","Greece",2008,"Greece-2008",5.66,120.71,10.84,99.32,4.88,5.66,14.525,32524
"516","Greece",2009,"Greece-2009",113.81,113.81,10.53,93.65,4.56,5.07,14.45,33926
"517","Greece",2009,"Greece-2009",93.65,113.81,10.53,93.65,4.56,5.07,14.45,33926
"518","Greece",2009,"Greece-2009",10.53,113.81,10.53,93.65,4.56,5.07,14.45,33926
"519","Greece",2009,"Greece-2009",4.56,113.81,10.53,93.65,4.56,5.07,14.45,33926
"520","Greece",2009,"Greece-2009",5.07,113.81,10.53,93.65,4.56,5.07,14.45,33926
"521","Greece",2010,"Greece-2010",107.1,107.1,10.73,86.49,4.46,5.42,14.95,34533
"522","Greece",2010,"Greece-2010",86.49,107.1,10.73,86.49,4.46,5.42,14.95,34533
"523","Greece",2010,"Greece-2010",10.73,107.1,10.73,86.49,4.46,5.42,14.95,34533
"524","Greece",2010,"Greece-2010",4.46,107.1,10.73,86.49,4.46,5.42,14.95,34533
"525","Greece",2010,"Greece-2010",5.42,107.1,10.73,86.49,4.46,5.42,14.95,34533
"526","Greece",2011,"Greece-2011",107.17,107.17,10.53,85.95,4.74,5.95,13.8333333333333,36266
"527","Greece",2011,"Greece-2011",85.95,107.17,10.53,85.95,4.74,5.95,13.8333333333333,36266
"528","Greece",2011,"Greece-2011",10.53,107.17,10.53,85.95,4.74,5.95,13.8333333333333,36266
"529","Greece",2011,"Greece-2011",4.74,107.17,10.53,85.95,4.74,5.95,13.8333333333333,36266
"530","Greece",2011,"Greece-2011",5.95,107.17,10.53,85.95,4.74,5.95,13.8333333333333,36266
"531","Greece",2012,"Greece-2012",102.01,102.01,10.37,81.49,5.16,4.99,14.6583333333333,38798
"532","Greece",2012,"Greece-2012",81.49,102.01,10.37,81.49,5.16,4.99,14.6583333333333,38798
"533","Greece",2012,"Greece-2012",10.37,102.01,10.37,81.49,5.16,4.99,14.6583333333333,38798
"534","Greece",2012,"Greece-2012",5.16,102.01,10.37,81.49,5.16,4.99,14.6583333333333,38798
"535","Greece",2012,"Greece-2012",4.99,102.01,10.37,81.49,5.16,4.99,14.6583333333333,38798
"536","Greece",2013,"Greece-2013",94.37,94.37,10.02,73.89,5.78,4.7,14.7416666666667,36199
"537","Greece",2013,"Greece-2013",73.89,94.37,10.02,73.89,5.78,4.7,14.7416666666667,36199
